id,stopPlaceId,name,lat,lon,modes,stopType
NSR:Quay:30269,NSR:Quay:30269,Bråtan,59.757042,10.159038,bus,bus
NSR:Quay:30271,NSR:Quay:30271,Gruba,59.757446,10.153431,bus,bus
NSR:Quay:30236,NSR:Quay:30236,Steinbakken,59.75813,10.14705,bus,bus
NSR:Quay:30274,NSR:Quay:30274,Kastanjeveien nedre,59.75933,10.1481,bus,bus
NSR:Quay:30276,NSR:Quay:30276,Kastanjeveien 80,59.76,10.1509,bus,bus
NSR:Quay:30277,NSR:Quay:30277,Kastanjeveien 23,59.759194,10.158904,bus,bus
NSR:Quay:29324,NSR:Quay:29324,Strømsø torg,59.739657,10.201744,bus,bus
NSR:Quay:29339,NSR:Quay:29339,Skistadbygget,59.738036,10.202702,bus,bus
NSR:Quay:29344,NSR:Quay:29344,Knoffs gate,59.7366,10.2073,bus,bus
NSR:Quay:30005,NSR:Quay:30005,Marienlyst,59.7341,10.2057,bus,bus
NSR:Quay:30014,NSR:Quay:30014,Folkestads gate,59.73242,10.20937,bus,bus
NSR:Quay:30018,NSR:Quay:30018,Colletts gate,59.73071,10.21335,bus,bus
NSR:Quay:30318,NSR:Quay:30318,Roseveien,59.72848,10.20819,bus,bus
NSR:Quay:29717,NSR:Quay:29717,Austad,59.7293,10.2048,bus,bus
NSR:Quay:29721,NSR:Quay:29721,Anchersens vei,59.72645,10.20536,bus,bus
NSR:Quay:29725,NSR:Quay:29725,Solsvingen,59.724663,10.211492,bus,bus
NSR:Quay:29751,NSR:Quay:29751,Skogerveien,59.72144,10.21667,bus,bus
NSR:Quay:30031,NSR:Quay:30031,Fjell bo- og servicesenter,59.72052,10.22457,bus,bus
NSR:Quay:30039,NSR:Quay:30039,Ltz. Hervigs vei 51,59.7186,10.226,bus,bus
NSR:Quay:30043,NSR:Quay:30043,Ltz. Hervigs vei 82,59.7169,10.2267,bus,bus
NSR:Quay:30047,NSR:Quay:30047,Ltz. Hervigs vei 100,59.71439,10.22828,bus,bus
NSR:Quay:30051,NSR:Quay:30051,Ltz. Hervigs vei 132,59.7147,10.22465,bus,bus
NSR:Quay:29771,NSR:Quay:29771,Fjell,59.715817,10.221612,bus,bus
NSR:Quay:29765,NSR:Quay:29765,Laurits Grønlands vei,59.71856,10.220954,bus,bus
NSR:Quay:30052,NSR:Quay:30052,Ltz. Hervigs vei 132,59.71457,10.22467,bus,bus
